target,measurement,variant,metric,value,unit,measured_utc,source,notes
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control,score_after,0.772,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control,score_before,0.772,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control,tanimoto_after_median,0.615,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control,tanimoto_before_median,0.600,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,improved,1,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,min_distance_after_median,2.874,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,molecules,97,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,objective_after,0.180,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,objective_before,0.102,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,rmsd_shift_median,0.000,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,score_after,0.769,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,score_before,0.772,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,tanimoto_after_median,0.615,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100-refligand:all7-control-clash,tanimoto_before_median,0.600,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100-refligand --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100:all7,improved,58,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,
3war,pose_optimization,2026-09-18-3war-s0-n100:all7,min_distance_after_median,1.364,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,
3war,pose_optimization,2026-09-18-3war-s0-n100:all7,molecules,98,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,
3war,pose_optimization,2026-09-18-3war-s0-n100:all7,rmsd_shift_median,0.532,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,
3war,pose_optimization,2026-09-18-3war-s0-n100:all7,score_after,0.764,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,
3war,pose_optimization,2026-09-18-3war-s0-n100:all7,score_before,0.692,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,
3war,pose_optimization,2026-09-18-3war-s0-n100:all7,tanimoto_after_median,0.391,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,
3war,pose_optimization,2026-09-18-3war-s0-n100:all7,tanimoto_before_median,0.350,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,
3war,pose_optimization,2026-09-18-3war-s0-n100:all7-control,improved,11,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100:all7-control,min_distance_after_median,1.330,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100:all7-control,molecules,98,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100:all7-control,rmsd_shift_median,0.000,A,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100:all7-control,score_after,0.688,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100:all7-control,score_before,0.692,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100:all7-control,tanimoto_after_median,0.350,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization,2026-09-18-3war-s0-n100:all7-control,tanimoto_before_median,0.350,,2026-09-18,python scripts/optimize_poses.py --run runs/2026-09-18-3war-s0-n100 --steps 1000 --max-rmsd 1.5,отрицательный контроль: позиции эталона перемешаны
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:binomial_improved,effect,0.670103,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,доля улучшившихся против контроля all7-control-clash; точный биномиальный тест
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:binomial_improved,improved,65,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,доля улучшившихся против контроля all7-control-clash; точный биномиальный тест
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:binomial_improved,improved_control,1,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,доля улучшившихся против контроля all7-control-clash; точный биномиальный тест
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:binomial_improved,molecules_control,97,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,доля улучшившихся против контроля all7-control-clash; точный биномиальный тест
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:binomial_improved,p_value,2.31558e-104,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,доля улучшившихся против контроля all7-control-clash; точный биномиальный тест
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:binomial_improved,pairs,97,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,доля улучшившихся против контроля all7-control-clash; точный биномиальный тест
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_min_distance,after_median,2.7869,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_min_distance,before_median,2.8737,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_min_distance,effect,-0.0868,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_min_distance,p_value,0.980894,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_min_distance,pairs,73,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_min_distance,worsened,45,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"минимальное расстояние до белка; растёт и в контроле — это свойство правила отбора шагов, а не потенциала"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_score,after_median,0.818182,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_score,before_median,0.818182,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_score,ci_high,0.0965322,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_score,ci_low,0.0665416,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_score,effect,0.0815369,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_score,molecules,97,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_score,p_value,8.81867e-13,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_score,pairs,66,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_tanimoto,after_median,0.666667,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_tanimoto,before_median,0.6,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_tanimoto,ci_high,0.0888137,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_tanimoto,ci_low,0.0580673,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_tanimoto,effect,0.0731593,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
3war,pose_optimization_stats,2026-09-18-3war-s0-n100-refligand:all7-clash:paired_tanimoto,molecules,97,,2026-09-18,python scripts/pose_optimization_stats.py 2026-09-18-3war-s0-n100-refligand,"парный Уилкоксон, односторонний; интервал — бутстрэп среднего прироста"
